_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm),SampleDate
3053,1644453,2014-09-19,M4L,0.000154,2014-09-19
3054,1642653,2014-09-19,M4J,0.000696,2014-09-19
3055,1646501,2014-09-19,M4G,0.00133,2014-09-19
3056,1646576,2014-09-19,M4L,0.00159,2014-09-19
3057,1645507,2014-09-19,M6P,0.0000770,2014-09-19
3058,1645161,2014-09-20,M6R,0.0183,2014-09-20
3059,1645501,2014-09-22,M1K,<0.00005,2014-09-22
3060,1645189,2014-09-22,M8X,0.0000848,2014-09-22
3061,1644446,2014-09-22,M4L,0.000966,2014-09-22
3062,1648777,2014-09-22,M8Y,<0.00005,2014-09-22
3063,1645072,2014-09-22,M4M,0.00171,2014-09-22
3064,1648697,2014-09-22,M6H,0.00238,2014-09-22
3065,1645158,2014-09-23,M9P,0.000212,2014-09-23
3066,1646522,2014-09-23,M4S,0.0293,2014-09-23
3067,1646538,2014-09-23,M4L,0.00114,2014-09-23
3068,1649773,2014-09-23,M4R,0.00984,2014-09-23
3069,1646535,2014-09-24,M4C,0.000412,2014-09-24
3070,1648801,2014-09-24,M8V,0.0519,2014-09-24
3071,1649786,2014-09-24,M4L,0.00230,2014-09-24
3072,1648696,2014-09-24,M5T,0.00113,2014-09-24
3073,1648547,2014-09-24,M5A,0.0109,2014-09-24
3074,1645142,2014-09-24,M2N,0.000221,2014-09-24
3075,1651386,2014-09-24,M4N,0.00464,2014-09-24
3076,1649057,2014-09-24,M6P,0.0000797,2014-09-24
3077,1648521,2014-09-25,M6P,0.000615,2014-09-25
3078,1648684,2014-09-25,M6H,0.000152,2014-09-25
3079,1648736,2014-09-25,M1K,0.000104,2014-09-25
3080,1646533,2014-09-25,M4C,0.00177,2014-09-25
3081,1648765,2014-09-25,M4C,0.00470,2014-09-25
3082,1649776,2014-09-25,M4L,0.00182,2014-09-25
3083,1648560,2014-09-25,M4M,0.0000846,2014-09-25
3084,1646572,2014-09-25,M4J,0.000290,2014-09-25
3085,1648687,2014-09-25,M4K,0.000167,2014-09-25
3086,1652855,2014-09-25,M1N,0.00353,2014-09-25
3087,1649805,2014-09-25,M4S,0.0189,2014-09-25
3088,1649766,2014-09-25,M6K,0.000105,2014-09-25
3089,1649158,2014-09-25,M6K,0.000468,2014-09-25
3090,1649804,2014-09-25,M5N,0.000223,2014-09-25
3091,1649153,2014-09-25,M6N,0.000159,2014-09-25
3092,1649788,2014-09-26,M6H,0.00219,2014-09-26
3093,1648781,2014-09-26,M5M,0.0000729,2014-09-26
3094,1651993,2014-09-26,M1G,0.000180,2014-09-26
3095,1649820,2014-09-26,M5R,0.000244,2014-09-26
3096,1648685,2014-09-26,M6E,0.00187,2014-09-26
3097,1648688,2014-09-28,M4N,0.00163,2014-09-28
3098,1652889,2014-09-28,M1M,<0.00005,2014-09-28
3099,1648776,2014-09-28,M6B,0.0000958,2014-09-28
3100,1648775,2014-09-29,M2N,0.000152,2014-09-29
3101,1649802,2014-09-29,M1L,0.000132,2014-09-29
3102,1648698,2014-09-29,M4K,0.000729,2014-09-29
3103,1651435,2014-09-29,M6E,0.00236,2014-09-29
3104,1652063,2014-09-29,M1K,0.0000656,2014-09-29
3105,1649043,2014-09-29,M6P,<0.00005,2014-09-29
3106,1649789,2014-09-29,M4L,0.00176,2014-09-29
3107,1649065,2014-09-29,M6P,0.000207,2014-09-29
3108,1651382,2014-09-29,M5R,0.00492,2014-09-29
3109,1651378,2014-09-29,M4N,0.00243,2014-09-29
3110,1649787,2014-09-30,M4J,0.00107,2014-09-30
3111,1649772,2014-09-30,M6S,0.000213,2014-09-30
3112,1649790,2014-09-30,M1N,0.00277,2014-09-30
3113,1649764,2014-09-30,M6R,0.0000524,2014-09-30
3114,1649765,2014-09-30,M9C,0.000270,2014-09-30
3115,1651368,2014-09-30,M3H,0.0000781,2014-09-30
3116,1651379,2014-09-30,M4M,0.00114,2014-09-30
3117,1652026,2014-09-30,M6P,0.000766,2014-09-30
3118,1649816,2014-09-30,M4N,0.00115,2014-09-30
3119,1651383,2014-10-01,M4T,0.00359,2014-10-01
3120,1649791,2014-10-01,M3B,<0.00005,2014-10-01
3121,1652888,2014-10-01,M8Y,0.0000873,2014-10-01
3122,1649817,2014-10-01,M4K,0.0000936,2014-10-01
3123,1652064,2014-10-01,M6H,0.000101,2014-10-01
3124,1651446,2014-10-01,M4P,0.00360,2014-10-01
3125,1651326,2014-10-01,M4P,0.00136,2014-10-01
3126,1652852,2014-10-01,M6G,0.000214,2014-10-01
3127,1651444,2014-10-01,M5N,0.000787,2014-10-01
3128,1651991,2014-10-01,M1N,<0.00005,2014-10-01
3129,1652999,2014-10-02,M4T,0.0985,2014-10-02
3130,1649821,2014-10-02,M4C,0.000244,2014-10-02
3131,1652892,2014-10-02,M9R,0.0000615,2014-10-02
3132,1653006,2014-10-02,M4C,0.0000774,2014-10-02
3133,1652066,2014-10-02,M6G,<0.00005,2014-10-02
3134,1651990,2014-10-02,M6H,0.00166,2014-10-02
3135,1652067,2014-10-02,M5R,0.000150,2014-10-02
3136,1651657,2014-10-02,M4P,0.000169,2014-10-02
3137,1652853,2014-10-02,M8Z,0.000174,2014-10-02
3138,1653013,2014-10-02,M4E,<0.00005,2014-10-02
3139,1651325,2014-10-02,M5M,0.000790,2014-10-02
3140,1653194,2014-10-02,M4T,<0.00005,2014-10-02
3141,1651387,2014-10-02,M5M,<0.00005,2014-10-02
3142,1651399,2014-10-03,M4L,0.0249,2014-10-03
3143,1651447,2014-10-03,M8V,0.00189,2014-10-03
3144,1653202,2014-10-03,M4J,0.000338,2014-10-03
3145,1653007,2014-10-03,M4B,0.000122,2014-10-03
3146,1652851,2014-10-03,M6E,0.000126,2014-10-03
3147,1651448,2014-10-05,M6B,<0.00005,2014-10-05
3148,1651354,2014-10-06,M4P,0.0000774,2014-10-06
3149,1651445,2014-10-06,M5M,0.00197,2014-10-06
3150,1653002,2014-10-06,M4J,0.00202,2014-10-06
3151,1653003,2014-10-06,M4K,0.00207,2014-10-06
3152,1653070,2014-10-06,M4J,0.000533,2014-10-06
3153,1653012,2014-10-06,M4J,0.000108,2014-10-06
3154,1651992,2014-10-06,M6P,0.000524,2014-10-06
3155,1656083,2014-10-06,M4V,0.000614,2014-10-06
3156,1652854,2014-10-06,M6S,0.00224,2014-10-06
3157,1651660,2014-10-07,M6C,0.000112,2014-10-07
3158,1656041,2014-10-07,M2M,0.000122,2014-10-07
3159,1651433,2014-10-07,M5S,0.0000855,2014-10-07
3160,1653065,2014-10-07,M4E,0.000478,2014-10-07
3161,1653055,2014-10-07,M4L,0.00180,2014-10-07
3162,1656117,2014-10-07,M6P,0.00217,2014-10-07
3163,1653009,2014-10-07,M6J,0.00243,2014-10-07
3164,1653005,2014-10-08,M4J,<0.00005,2014-10-08
3165,1653190,2014-10-08,M4L,0.00522,2014-10-08
3166,1656062,2014-10-08,M6S,0.000357,2014-10-08
3167,1656082,2014-10-08,M6E,0.00185,2014-10-08
3168,1656093,2014-10-08,M4S,0.000386,2014-10-08
3169,1656119,2014-10-08,M6P,0.00265,2014-10-08
3170,1653061,2014-10-08,M4G,0.00104,2014-10-08
3171,1656042,2014-10-09,M4N,<0.00005,2014-10-09
3172,1655420,2014-10-09,M5M,0.00203,2014-10-09
3173,1656040,2014-10-09,M2M,0.000325,2014-10-09
3174,1656097,2014-10-09,M6B,<0.00005,2014-10-09
3175,1656114,2014-10-09,M4M,<0.00005,2014-10-09
3176,1652065,2014-10-09,M6J,0.0000559,2014-10-09
3177,1656111,2014-10-10,M6P,<0.00005,2014-10-10
3178,1656046,2014-10-10,M6G,0.000719,2014-10-10
3179,1653201,2014-10-10,M4J,0.000173,2014-10-10
3180,1662956,2014-10-10,M4G,0.0341,2014-10-10
3181,1662808,2014-10-10,M1C,0.000207,2014-10-10
3182,1663074,2014-10-10,M1S,0.000286,2014-10-10
3183,1658014,2014-10-13,M4T,0.00458,2014-10-13
3184,1656045,2014-10-13,M6S,0.00988,2014-10-13
3185,1656059,2014-10-13,M4K,0.000104,2014-10-13
3186,1656087,2014-10-14,M5M,0.0116,2014-10-14
3187,1656116,2014-10-14,M4W,<0.00005,2014-10-14
3188,1656113,2014-10-14,M4M,0.00466,2014-10-14
3189,1663058,2014-10-14,M1E,0.000338,2014-10-14
3190,1656115,2014-10-14,M4K,<0.00005,2014-10-14
3191,1656096,2014-10-14,M6J,0.000378,2014-10-14
3192,1657889,2014-10-14,M5N,0.00141,2014-10-14
3193,1657877,2014-10-14,M6H,<0.00005,2014-10-14
3194,1656061,2014-10-15,M6C,0.000364,2014-10-15
3195,1656102,2014-10-15,M9W,0.000101,2014-10-15
3196,1658644,2014-10-15,M5T,0.000146,2014-10-15
3197,1660694,2014-10-15,M4J,0.0000607,2014-10-15
3198,1658646,2014-10-15,M9A,<0.00005,2014-10-15
3199,1656112,2014-10-16,M9B,0.0000550,2014-10-16
3200,1660713,2014-10-16,M4E,0.0000560,2014-10-16
3201,1656118,2014-10-16,M9B,<0.00005,2014-10-16
3202,1666424,2014-10-16,M6S,0.000777,2014-10-16
3203,1658645,2014-10-16,M6R,0.000319,2014-10-16
3204,1657852,2014-10-16,M6J,<0.00005,2014-10-16
3205,1657890,2014-10-16,M4E,0.0131,2014-10-16
3206,1657857,2014-10-16,M6C,0.0000813,2014-10-16
3207,1658640,2014-10-16,M6N,0.0221,2014-10-16
3208,1657834,2014-10-17,M6R,<0.00005,2014-10-17
3209,1658000,2014-10-17,M4N,0.00595,2014-10-17
3210,1656063,2014-10-17,M4M,0.00258,2014-10-17
3211,1657896,2014-10-17,M4N,0.00460,2014-10-17
3212,1662073,2014-10-17,M4L,<0.00005,2014-10-17
3213,1662036,2014-10-17,M4P,0.00478,2014-10-17
3214,1657922,2014-10-17,M6K,0.0000995,2014-10-17
3215,1657835,2014-10-19,M3K,<0.00005,2014-10-19
3216,1657902,2014-10-19,M3B,0.0000828,2014-10-19
3217,1662068,2014-10-19,M4J,0.00169,2014-10-19
3218,1657937,2014-10-19,M6G,0.000671,2014-10-19
3219,1657923,2014-10-19,M5M,<0.00005,2014-10-19
3220,1657995,2014-10-20,M4K,0.000743,2014-10-20
3221,1663009,2014-10-20,M8V,0.0000973,2014-10-20
3222,1657879,2014-10-20,M4K,0.000986,2014-10-20
3223,1658011,2014-10-20,M6B,0.00102,2014-10-20
3224,1662041,2014-10-20,M4L,0.0000786,2014-10-20
3225,1660704,2014-10-20,M4L,0.0000689,2014-10-20
3226,1662577,2014-10-21,M5M,0.000141,2014-10-21
3227,1660962,2014-10-21,M4B,0.00699,2014-10-21
3228,1667474,2014-10-21,M4J,0.0100,2014-10-21
3229,1658643,2014-10-21,M6H,0.000705,2014-10-21
3230,1662809,2014-10-21,M6E,0.00376,2014-10-21
3231,1662561,2014-10-22,M5T,0.000186,2014-10-22
3232,1660707,2014-10-22,M4C,0.00182,2014-10-22
3233,1667496,2014-10-22,M4J,<0.00005,2014-10-22
3234,1662957,2014-10-22,M6C,<0.00005,2014-10-22
3235,1662955,2014-10-22,M6C,<0.00005,2014-10-22
3236,1662562,2014-10-22,M4E,0.000648,2014-10-22
3237,1662576,2014-10-23,M3B,0.000152,2014-10-23
3238,1667515,2014-10-23,M4G,0.000213,2014-10-23
3239,1662736,2014-10-24,M6G,0.0000807,2014-10-24
3240,1667509,2014-10-24,M4T,0.00609,2014-10-24
3241,1667508,2014-10-24,M4J,0.00131,2014-10-24
3242,1662448,2014-10-24,M6E,0.000213,2014-10-24
3243,1662578,2014-10-24,M5M,0.00125,2014-10-24
3244,1667507,2014-10-24,M4M,0.00203,2014-10-24
3245,1662806,2014-10-26,M1G,0.000466,2014-10-26
3246,1662986,2014-10-26,M6P,0.0000688,2014-10-26
3247,1662807,2014-10-27,M6P,0.000111,2014-10-27
3248,1667493,2014-10-27,M4J,0.0000607,2014-10-27
3249,1662720,2014-10-27,M6R,0.000488,2014-10-27
3250,1667494,2014-10-27,M4C,0.00155,2014-10-27
3251,1667486,2014-10-27,M4S,0.000152,2014-10-27
3252,1662805,2014-10-27,M6S,<0.00005,2014-10-27
3253,1662709,2014-10-27,M6J,0.00587,2014-10-27
3254,1662563,2014-10-27,M6B,0.0000933,2014-10-27
3255,1667539,2014-10-27,M4L,0.00223,2014-10-27
3256,1662954,2014-10-27,M1P,<0.00005,2014-10-27
3257,1667510,2014-10-28,M4E,0.0000649,2014-10-28
3258,1667504,2014-10-28,M4E,0.000766,2014-10-28
3259,1662735,2014-10-28,M8V,<0.00005,2014-10-28
3260,1666610,2014-10-28,M6H,0.000814,2014-10-28
3261,1666380,2014-10-28,M6N,0.000409,2014-10-28
3262,1666597,2014-10-28,M6J,0.000200,2014-10-28
3263,1667436,2014-10-29,M4J,0.000118,2014-10-29
3264,1666074,2014-10-29,M4N,0.00437,2014-10-29
3265,1666601,2014-10-29,M6J,0.00177,2014-10-29
3266,1667505,2014-10-29,M4C,0.00206,2014-10-29
3267,1666390,2014-10-29,M6R,0.000293,2014-10-29
3268,1666051,2014-10-29,M6P,0.000203,2014-10-29
3269,1667435,2014-10-29,M4G,0.000131,2014-10-29
3270,1662030,2014-10-29,M4E,0.00113,2014-10-29
3271,1662455,2014-10-29,M6J,0.000323,2014-10-29
3272,1666400,2014-10-29,M6P,<0.00005,2014-10-29
3273,1666564,2014-10-29,M8X,<0.00005,2014-10-29
3274,1666574,2014-10-29,M6H,<0.00005,2014-10-29
3275,1662674,2014-10-30,M6P,0.000170,2014-10-30
3276,1666095,2014-10-30,M6C,<0.00005,2014-10-30
3277,1667545,2014-10-30,M4C,0.0000892,2014-10-30
3278,1665868,2014-10-30,M4C,0.00592,2014-10-30
3279,1663037,2014-10-30,M1B,0.0000761,2014-10-30
3280,1666050,2014-10-30,M6C,<0.00005,2014-10-30
3281,1666088,2014-10-31,M2J,0.000175,2014-10-31
3282,1667538,2014-10-31,M4K,0.00111,2014-10-31
3283,1666565,2014-10-31,M6J,<0.00005,2014-10-31
3284,1674069,2014-11-01,M6P,0.000464,2014-11-01
3285,1665919,2014-11-02,M6S,0.00142,2014-11-02
3286,1667506,2014-11-03,M4E,0.0000796,2014-11-03
3287,1666056,2014-11-03,M5M,0.00391,2014-11-03
3288,1672518,2014-11-04,M5M,0.0000732,2014-11-04
3289,1670537,2014-11-04,M4Y,0.0000594,2014-11-04
3290,1666081,2014-11-04,M6J,0.00102,2014-11-04
3291,1666543,2014-11-04,M6K,0.000944,2014-11-04
3292,1665874,2014-11-04,M5R,0.000957,2014-11-04
3293,1670550,2014-11-04,M4Y,<0.00005,2014-11-04
3294,1667457,2014-11-04,M4L,0.00195,2014-11-04
3295,1670553,2014-11-05,M4V,<0.00005,2014-11-05
3296,1670512,2014-11-05,M4E,<0.00005,2014-11-05
3297,1667443,2014-11-05,M4J,0.000957,2014-11-05
3298,1672491,2014-11-05,M6S,0.00791,2014-11-05
3299,1670562,2014-11-05,M5A,0.000188,2014-11-05
3300,1667503,2014-11-05,M4J,0.000257,2014-11-05
3301,1670560,2014-11-05,M6N,0.00111,2014-11-05
3302,1671315,2014-11-05,M4C,0.00164,2014-11-05
3303,1670564,2014-11-05,M6J,0.00934,2014-11-05
3304,1672514,2014-11-06,M5M,0.000284,2014-11-06
3305,1671316,2014-11-06,M4J,0.000747,2014-11-06
3306,1670561,2014-11-06,M6R,0.000619,2014-11-06
3307,1672521,2014-11-06,M4N,0.00302,2014-11-06
3308,1670568,2014-11-06,M4J,0.000436,2014-11-06
3309,1672474,2014-11-07,M5M,0.000172,2014-11-07
3310,1670583,2014-11-07,M4M,0.000325,2014-11-07
3311,1670555,2014-11-07,M4K,0.00140,2014-11-07
3312,1671298,2014-11-07,M4C,0.000375,2014-11-07
3313,1670565,2014-11-07,M8Y,0.0000514,2014-11-07
3314,1672553,2014-11-07,M3N,0.000487,2014-11-07
3315,1670554,2014-11-08,M5P,<0.00005,2014-11-08
3316,1670546,2014-11-09,M4J,<0.00005,2014-11-09
3317,1671317,2014-11-10,M4C,0.0000552,2014-11-10
3318,1670557,2014-11-10,M5A,0.000196,2014-11-10
3319,1672522,2014-11-10,M4R,0.00297,2014-11-10
3320,1672512,2014-11-10,M4N,<0.00005,2014-11-10
3321,1672473,2014-11-10,M4P,0.0146,2014-11-10
3322,1671259,2014-11-10,M4J,0.000247,2014-11-10
3323,1670485,2014-11-10,M6J,0.0134,2014-11-10
3324,1670567,2014-11-10,M6P,0.00112,2014-11-10
3325,1670552,2014-11-11,M4G,0.000358,2014-11-11
3326,1670566,2014-11-11,M5P,<0.00005,2014-11-11
3327,1671321,2014-11-11,M4M,0.00105,2014-11-11
3328,1670563,2014-11-11,M5R,<0.00005,2014-11-11
3329,1682924,2014-11-11,M4M,0.000258,2014-11-11
3330,1670516,2014-11-12,M6H,<0.00005,2014-11-12
3331,1674071,2014-11-12,M4B,0.000358,2014-11-12
3332,1673351,2014-11-12,M6B,<0.00005,2014-11-12
3333,1672523,2014-11-12,M2N,<0.00005,2014-11-12
3334,1672550,2014-11-12,M4G,0.000196,2014-11-12
3335,1671257,2014-11-13,M4L,0.00153,2014-11-13
3336,1672511,2014-11-13,M5M,0.00611,2014-11-13
3337,1672475,2014-11-13,M4N,0.000145,2014-11-13
3338,1673295,2014-11-13,M6R,0.00439,2014-11-13
3339,1672479,2014-11-13,M4N,0.0366,2014-11-13
3340,1673319,2014-11-13,M6R,0.00149,2014-11-13
3341,1682790,2014-11-13,M1S,0.000107,2014-11-13
3342,1673322,2014-11-13,M6R,0.000456,2014-11-13
3343,1672520,2014-11-14,M4M,0.00567,2014-11-14
3344,1672472,2014-11-14,M6E,0.000110,2014-11-14
3345,1671258,2014-11-14,M4J,0.0000691,2014-11-14
3346,1674084,2014-11-14,M4K,0.000501,2014-11-14
3347,1673315,2014-11-14,M8X,0.000325,2014-11-14
3348,1672519,2014-11-15,M4J,0.000201,2014-11-15
3349,1672490,2014-11-16,M4P,0.00216,2014-11-16
3350,1672513,2014-11-17,M4G,0.00946,2014-11-17
3351,1674086,2014-11-17,M4L,0.000978,2014-11-17
3352,1673349,2014-11-17,M6R,0.000481,2014-11-17
3353,1675896,2014-11-17,M4R,0.00258,2014-11-17
3354,1674088,2014-11-17,M4J,<0.00005,2014-11-17
3355,1675919,2014-11-18,M4L,0.000982,2014-11-18
3356,1675920,2014-11-18,M6G,0.000219,2014-11-18
3357,1676226,2014-11-18,M8X,0.000263,2014-11-18
3358,1675840,2014-11-18,M6M,<0.00005,2014-11-18
3359,1674085,2014-11-18,M4B,0.000206,2014-11-18
3360,1680850,2014-11-18,M6S,0.00705,2014-11-18
3361,1674083,2014-11-18,M4E,0.000192,2014-11-18
3362,1675921,2014-11-18,M5M,0.000221,2014-11-18
3363,1674087,2014-11-19,M4L,0.00139,2014-11-19
3364,1674089,2014-11-19,M4J,0.00105,2014-11-19
3365,1675898,2014-11-19,M5M,0.00278,2014-11-19
3366,1675860,2014-11-19,M4E,<0.00005,2014-11-19
3367,1677604,2014-11-20,M1E,0.000518,2014-11-20
3368,1676206,2014-11-20,M6H,<0.00005,2014-11-20
3369,1682791,2014-11-21,M4L,0.00409,2014-11-21
3370,1679606,2014-11-22,M4L,0.00367,2014-11-22
3371,1675895,2014-11-23,M4C,<0.00005,2014-11-23
3372,1675856,2014-11-24,M4V,0.0126,2014-11-24
3373,1679618,2014-11-24,M4R,0.000999,2014-11-24
3374,1675398,2014-11-24,M4M,0.000338,2014-11-24
3375,1677593,2014-11-24,M4K,0.00189,2014-11-24
3376,1676240,2014-11-24,M6P,0.000810,2014-11-24
3377,1680827,2014-11-24,M6P,0.0000997,2014-11-24
3378,1675857,2014-11-24,M4G,0.000370,2014-11-24
3379,1679630,2014-11-25,M6J,0.00237,2014-11-25
3380,1677585,2014-11-25,M4J,0.0000553,2014-11-25
3381,1680644,2014-11-25,M6G,0.00192,2014-11-25
3382,1680642,2014-11-26,M6P,0.000222,2014-11-26
3383,1677584,2014-11-26,M4C,0.00198,2014-11-26
3384,1677592,2014-11-26,M4M,<0.00005,2014-11-26
3385,1679621,2014-11-26,M5M,<0.00005,2014-11-26
3386,1677583,2014-11-26,M4K,0.00185,2014-11-26
3387,1679641,2014-11-26,M6R,0.0000782,2014-11-26
3388,1679617,2014-11-27,M6N,0.000257,2014-11-27
3389,1680801,2014-11-28,M6P,0.0000810,2014-11-28
3390,1679615,2014-11-28,M6P,0.00345,2014-11-28
3391,1679592,2014-11-28,M3H,0.000275,2014-11-28
3392,1680817,2014-11-28,M4L,0.000827,2014-11-28
3393,1679620,2014-11-28,M4P,0.00135,2014-11-28
3394,1680643,2014-11-28,M6E,0.000796,2014-11-28
3395,1679616,2014-11-28,M6J,0.471,2014-11-28
3396,1680845,2014-11-28,M4C,0.00126,2014-11-28
3397,1678177,2014-11-29,M6H,0.000748,2014-11-29
3398,1679603,2014-12-01,M4G,<0.00005,2014-12-01
3399,1679619,2014-12-01,M8Y,0.00375,2014-12-01
3400,1680763,2014-12-01,M4L,0.00633,2014-12-01
3401,1679515,2014-12-01,M4P,0.000386,2014-12-01
3402,1679642,2014-12-01,M5M,0.0000618,2014-12-01
3403,1682355,2014-12-02,M6G,0.00176,2014-12-02
3404,1680840,2014-12-02,M9P,0.0000758,2014-12-02
3405,1682332,2014-12-02,M6G,0.000836,2014-12-02
3406,1682222,2014-12-02,M6G,<0.00005,2014-12-02
3407,1680758,2014-12-02,M3B,<0.00005,2014-12-02
3408,1679614,2014-12-02,M6E,0.00381,2014-12-02
3409,1682785,2014-12-03,M1N,0.0000729,2014-12-03
3410,1682812,2014-12-03,M6H,<0.00005,2014-12-03
3411,1682771,2014-12-03,M9C,0.000445,2014-12-03
3412,1682787,2014-12-03,M1K,<0.00005,2014-12-03
3413,1682926,2014-12-03,M5R,<0.00005,2014-12-03
3414,1679657,2014-12-03,M5M,0.00285,2014-12-03
3415,1682195,2014-12-03,M6C,0.00207,2014-12-03
3416,1682813,2014-12-03,M6S,0.000167,2014-12-03
3417,1682927,2014-12-03,M9M,0.00154,2014-12-03
3418,1682929,2014-12-04,M8Y,<0.00005,2014-12-04
3419,1682923,2014-12-04,M9A,<0.00005,2014-12-04
3420,1682930,2014-12-04,M8Y,0.000174,2014-12-04
3421,1682925,2014-12-04,M5S,0.0000798,2014-12-04
3422,1682819,2014-12-04,M8X,<0.00005,2014-12-04
3423,1682796,2014-12-05,M6P,0.000999,2014-12-05
3424,1682821,2014-12-06,M6P,0.00517,2014-12-06
3425,1682291,2014-12-07,M4J,0.00182,2014-12-07
3426,1682278,2014-12-07,M5M,0.0000757,2014-12-07
3427,1682928,2014-12-07,M9N,<0.00005,2014-12-07
3428,1682822,2014-12-07,M9N,0.0000565,2014-12-07
3429,1682915,2014-12-08,M6P,0.00110,2014-12-08
3430,1682277,2014-12-08,M1R,<0.00005,2014-12-08
3431,1682275,2014-12-08,M2L,0.0000707,2014-12-08
3432,1682786,2014-12-08,M6S,0.00252,2014-12-08
3433,1682266,2014-12-08,M4P,0.000703,2014-12-08
3434,1682230,2014-12-08,M4P,0.000254,2014-12-08
3435,1682292,2014-12-08,M4N,0.0000760,2014-12-08
3436,1685641,2014-12-09,M4L,0.00175,2014-12-09
3437,1686531,2014-12-09,M5P,0.000923,2014-12-09
3438,1682922,2014-12-09,M4E,0.00347,2014-12-09
3439,1691247,2014-12-10,M3M,0.000446,2014-12-10
3440,1685639,2014-12-10,M9A,<0.00005,2014-12-10
3441,1685668,2014-12-10,M8V,0.0000589,2014-12-10
3442,1686534,2014-12-10,M4N,<0.00005,2014-12-10
3443,1685703,2014-12-10,M8Y,0.0000617,2014-12-10
3444,1686615,2014-12-10,M6N,0.000193,2014-12-10
3445,1686613,2014-12-11,M4C,<0.00005,2014-12-11
3446,1682846,2014-12-11,M9N,0.0000602,2014-12-11
3447,1686658,2014-12-11,M4C,0.000254,2014-12-11
3448,1685640,2014-12-12,M6S,0.00257,2014-12-12
3449,1685704,2014-12-12,M8Y,0.00811,2014-12-12
3450,1686642,2014-12-13,M3H,0.000136,2014-12-13
3451,1685667,2014-12-13,M5J,0.000922,2014-12-13
3452,1686630,2014-12-14,M4E,<0.00005,2014-12-14
3453,1686524,2014-12-14,M6P,<0.00005,2014-12-14
3454,1686547,2014-12-15,M2R,0.000153,2014-12-15
3455,1686612,2014-12-15,M6S,0.00147,2014-12-15
3456,1685661,2014-12-15,M9P,<0.00005,2014-12-15
3457,1685702,2014-12-15,M4R,0.000247,2014-12-15
3458,1686645,2014-12-15,M4K,0.0000545,2014-12-15
3459,1686614,2014-12-15,M4C,0.000221,2014-12-15
3460,1685701,2014-12-16,M3M,0.0000582,2014-12-16
3461,1685678,2014-12-16,M1L,<0.00005,2014-12-16
3462,1686656,2014-12-16,M2N,<0.00005,2014-12-16
3463,1686646,2014-12-16,M4J,0.000120,2014-12-16
3464,1685609,2014-12-16,M9C,0.00259,2014-12-16
3465,1686532,2014-12-17,M6H,0.00116,2014-12-17
3466,1687916,2014-12-17,M4M,0.00246,2014-12-17
3467,1690472,2014-12-17,M4G,0.000226,2014-12-17
3468,1690473,2014-12-18,M6S,0.00107,2014-12-18
3469,1689450,2014-12-18,M9B,0.000377,2014-12-18
3470,1691266,2014-12-18,M6C,0.00306,2014-12-18
3471,1690329,2014-12-18,M6R,<0.00005,2014-12-18
3472,1690347,2014-12-19,M6J,0.00801,2014-12-19
3473,1686545,2014-12-19,M6H,<0.00005,2014-12-19
3474,1689418,2014-12-19,M9A,<0.00005,2014-12-19
3475,1690528,2014-12-20,M4C,0.000192,2014-12-20
3476,1689421,2014-12-22,M4L,0.000207,2014-12-22
3477,1689422,2014-12-22,M6J,0.0000521,2014-12-22
3478,1689419,2014-12-22,M4M,0.000836,2014-12-22
3479,1689448,2014-12-23,M6H,0.000811,2014-12-23
3480,1694358,2014-12-23,M1P,0.000121,2014-12-23
3481,1689416,2014-12-23,M5T,0.000342,2014-12-23
3482,1691252,2014-12-24,M2N,0.0000960,2014-12-24
3483,1689420,2014-12-29,M5A,0.0128,2014-12-29
3484,1689449,2014-12-29,M4T,0.0000596,2014-12-29
3485,1691254,2014-12-29,M5M,0.0128,2014-12-29
3486,1690467,2014-12-29,M6G,0.000177,2014-12-29
3487,1690442,2014-12-29,M4C,0.0000911,2014-12-29
3488,1691249,2014-12-29,M5P,<0.00005,2014-12-29
3489,1690515,2014-12-29,M4J,0.000288,2014-12-29
3490,1691250,2014-12-30,M4G,0.000889,2014-12-30
3491,1689417,2014-12-30,M4S,0.00289,2014-12-30
3492,1691251,2014-12-30,M4C,0.000574,2014-12-30
3493,1690474,2014-12-30,M4J,0.000623,2014-12-30
3494,1690423,2014-12-30,M1L,<0.00005,2014-12-30
3495,1694355,2014-12-30,M9A,<0.00005,2014-12-30
3496,1690348,2014-12-30,M6S,0.000475,2014-12-30
3497,1693950,2014-12-30,M5S,0.0000913,2014-12-30
3498,1693949,2014-12-30,M4G,0.0000867,2014-12-30
3499,1691248,2014-12-31,M5N,<0.00005,2014-12-31
3500,1690402,2014-12-31,M6H,0.00151,2014-12-31
3501,1692471,2015-01-02,M1N,0.00240,2015-01-02
3502,1693930,2015-01-02,M4V,0.000523,2015-01-02
3503,1692501,2015-01-02,M4J,0.0111,2015-01-02
3504,1693939,2015-01-02,M6H,0.000677,2015-01-02
3505,1693920,2015-01-02,M6R,0.0000501,2015-01-02
3506,1693918,2015-01-02,M6J,0.000222,2015-01-02
3507,1693820,2015-01-03,M6P,0.00261,2015-01-03
3508,1692472,2015-01-05,M4J,<0.00005,2015-01-05
3509,1694356,2015-01-05,M4J,0.000513,2015-01-05
3510,1690349,2015-01-05,M6S,0.00679,2015-01-05
3511,1693977,2015-01-05,M6H,0.0000733,2015-01-05
3512,1690375,2015-01-05,M9R,0.000247,2015-01-05
